StandortNr,Kennzeich,NameNr,Art_Dtsch,Art_Bot,Gattung,ALK_Nr4st,StrName,HausNr,Pflanzjahr,Standalter,KroneDurch,Stammumfg,BaumHoehe,BEZIRK,Eigentuemer,alias,Zusatz
7,04905,Wintersteinstraße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,22,Wintersteinstraße,,1991,25,3,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__801851,
1,04989,Zauritzweg,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,1,Zauritzweg,16,1986,30,6,150,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__801935,
6,05016,Zillestraße,WINTER-LINDE,TILIA CORDATA,TILIA,6,Zillestraße,41-63,1987,29,6,75,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__801940,
14,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,21,Lise-Meitner-Straße,,1987,29,9,75,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__801959,
28,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,7,Lise-Meitner-Straße,,1987,29,8,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__801960,
33,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,50,Lise-Meitner-Straße,,1987,29,9,75,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__801961,
40,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,44,Lise-Meitner-Straße,,1991,25,5,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__801962,
45,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,39,Lise-Meitner-Straße,,1991,25,4,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__801963,
48,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,36,Lise-Meitner-Straße,,1991,25,7,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__801964,
110,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,221,Straße des 17. Juni,114,1980,36,10,100,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__801969,
123,05410,Straße des 17.Juni,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,207,Straße des 17. Juni,108,2008,8,3,35,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__801971,
26,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,71,Straße des 17. Juni,118,1960,56,9,130,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__801982,
39,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,100,Straße des 17. Juni,,1973,43,10,105,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__801983,
42,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,92,Straße des 17. Juni,,1960,56,11,140,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__801984,
47,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,226,Straße des 17. Juni,,1966,50,10,110,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__801985,
48,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,227,Straße des 17. Juni,,1966,50,9,125,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__801986,
51,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,230,Straße des 17. Juni,,1960,56,13,140,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__801988,
52,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,83,Straße des 17. Juni,,1977,39,10,135,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__801989,
14,05420,Heckerdamm,SPITZ-AHORN,ACER PLATANOIDES,ACER,88,Heckerdamm,179,1978,38,12,140,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__802004,
7,05420,Heckerdamm,SPITZ-AHORN,ACER PLATANOIDES,ACER,95,Heckerdamm,177,1977,39,12,160,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__802014,
6,05565,Schwanenfeldstraße,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,11,Schwanenfeldstraße,6-6A,2003,13,4,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802017,
10,05679,Heisenbergstraße,WINTER-LINDE,TILIA CORDATA,TILIA,10,Heisenbergstraße,ggü. 14,1988,28,5,70,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802039,
2,05679,Heisenbergstraße,WINTER-LINDE,TILIA CORDATA,TILIA,2,Heisenbergstraße,2,1988,28,5,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802040,
6,05679,Heisenbergstraße,WINTER-LINDE,TILIA CORDATA,TILIA,6,Heisenbergstraße,10,1988,28,5,75,3,Charlottenburg-Wilmersdorf,Land Berlin,F3__802041,
7,05679,Heisenbergstraße,WINTER-LINDE,TILIA CORDATA,TILIA,7,Heisenbergstraße,12,1988,28,6,70,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802042,
16,05703,Kucharskistraße,WINTER-LINDE,TILIA CORDATA,TILIA,16,Kucharskistraße,,1990,26,2,40,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802043,
4,05703,Kucharskistraße,WINTER-LINDE,TILIA CORDATA,TILIA,4,Kucharskistraße,,1990,26,5,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802044,
8,05703,Kucharskistraße,WINTER-LINDE,TILIA CORDATA,TILIA,8,Kucharskistraße,,1990,26,5,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802045,
9,05703,Kucharskistraße,WINTER-LINDE,TILIA CORDATA,TILIA,9,Kucharskistraße,,1990,26,7,90,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__802046,
3,05704,Schlesingerstraße,WINTER-LINDE,TILIA CORDATA,TILIA,3,Schlesingerstraße,,1989,27,5,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802047,
35,06984,Goslarer Platz,PURPUR-KASTANIE - ROTBLÜHENDE ROSSKASTANIE,AESCULUS CARNEA,AESCULUS,35,Goslarer Platz,,1980,36,5,100,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__802128,
6,06984,Goslarer Platz,PURPUR-KASTANIE - ROTBLÜHENDE ROSSKASTANIE,AESCULUS CARNEA,AESCULUS,6,Goslarer Platz,,1970,46,10,190,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__802129,
21,07080,Mierendorffplatz,SPITZ-AHORN,ACER PLATANOIDES,ACER,197,Mierendorffplatz,18,1978,38,15,150,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__802220,
23,07080,Mierendorffplatz,SPITZ-AHORN,ACER PLATANOIDES,ACER,203,Mierendorffplatz,20,1942,74,13,170,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__802221,
2,07128,Richard-Wagner-Platz,SPITZ-AHORN,ACER PLATANOIDES,ACER,6,Richard-Wagner-Platz,,1986,30,6,90,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802272,
19,08958,Hannah-Karminski-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,22,Hannah-Karminski-Straße,,2004,12,5,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802334,
22,08958,Hannah-Karminski-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,19,Hannah-Karminski-Straße,,2004,12,5,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802335,
15,09234,Margarete-Kühn-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,15,Margarete-Kühn-Straße,,2003,13,5,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802341,
17,09240,Otto-Dibelius-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,12,Otto-Dibelius-Straße,,2003,13,5,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802342,
23,09240,Otto-Dibelius-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,5,Otto-Dibelius-Straße,1,2003,13,5,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802343,
26,09240,Otto-Dibelius-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,2,Otto-Dibelius-Straße,1,2003,13,5,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802344,
12,09419,Clara-von-Simson-Straße,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,12,Clara-von-Simson-Straße,,1995,21,4,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802345,
14,09419,Clara-von-Simson-Straße,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,14,Clara-von-Simson-Straße,,1995,21,4,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802346,
5,09419,Clara-von-Simson-Straße,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,5,Clara-von-Simson-Straße,10d-10f,1995,21,4,70,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802347,
9,09419,Clara-von-Simson-Straße,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,9,Clara-von-Simson-Straße,,1995,21,4,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802348,
4,02143,Ilsenburger Straße,HASELNUSS GEWÖHNLICHE HASEL,CORYLUS AVELLANA,CORYLUS,54,Ilsenburger Straße,34,2014,2,1,20,4,Charlottenburg-Wilmersdorf,Land Berlin,F3__802387,
9,01929,Helmholtzstraße,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,48,Helmholtzstraße,6,2015,1,1,18,4,Charlottenburg-Wilmersdorf,Land Berlin,F3__802390,
17,00005,Abbestraße,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,17,Abbestraße,19,1926,90,12,185,25,Charlottenburg-Wilmersdorf,Land Berlin,F3__802444,
18,00005,Abbestraße,PURPUR-KASTANIE - ROTBLÜHENDE ROSSKASTANIE,AESCULUS CARNEA,AESCULUS,18,Abbestraße,14/20,1987,29,9,85,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__802445,
17,00094,Alt Lietzow,WINTER-LINDE,TILIA CORDATA,TILIA,17,Alt-Lietzow,,1936,80,8,170,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__802490,
3,00094,Alt Lietzow,WINTER-LINDE,TILIA CORDATA,TILIA,3,Alt-Lietzow,ggü. 12,1984,32,9,80,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__802491,
41,00094,Alt Lietzow,WINTER-LINDE,TILIA CORDATA,TILIA,41,Alt-Lietzow,,1980,36,11,105,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__802492,
7,00094,Alt Lietzow,WINTER-LINDE,TILIA CORDATA,TILIA,7,Alt-Lietzow,23,1980,36,11,110,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__802493,
21,00252,Am Spreebord,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,21,Am Spreebord,,1980,36,8,120,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__802548,
17,00329,Arcostraße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,17,Arcostraße,8,1990,26,11,120,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__802569,
10,00926,Darwinstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,4,Darwinstraße,1-3,1980,36,7,110,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803221,
6,00926,Darwinstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,8,Darwinstraße,13,1977,39,12,135,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803222,
13,01009,Dovestraße,WINTER-LINDE,TILIA CORDATA,TILIA,13,Dovestraße,3,1977,39,9,135,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803320,
14,01009,Dovestraße,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,14,Dovestraße,3,1991,25,7,80,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803321,
6,01009,Dovestraße,WINTER-LINDE,TILIA CORDATA,TILIA,6,Dovestraße,6,1980,36,9,120,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803322,
8,01009,Dovestraße,WINTER-LINDE,TILIA CORDATA,TILIA,8,Dovestraße,6,1984,32,7,100,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803323,
5,01102,Einsteinufer,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,6,Einsteinufer,69,1990,26,13,140,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803408,
22,01168,Englische Straße,WINTER-LINDE,TILIA CORDATA,TILIA,21,Englische Straße,27,1966,50,11,125,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803439,
23,01168,Englische Straße,WINTER-LINDE,TILIA CORDATA,TILIA,22,Englische Straße,28,1960,56,12,135,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__803440,
100,01351,Franklinstraße,APFEL,MALUS SPEC.,MALUS,188,Franklinstraße,15-15a,1995,21,2,25,3,Charlottenburg-Wilmersdorf,Land Berlin,F3__803545,
109,01351,Franklinstraße,HÄNGE-WEIDE -  TRAUER-WEIDE,SALIX ALBA TRISTIS',SALIX,80,Franklinstraße,,1980,36,15,220,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803546,
113,01351,Franklinstraße,APFEL,MALUS SPEC.,MALUS,81,Franklinstraße,,1995,21,9,60,3,Charlottenburg-Wilmersdorf,Land Berlin,F3__803547,
124,01351,Franklinstraße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,66,Franklinstraße,17,1976,40,7,160,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__803548,
127,01351,Franklinstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,63,Franklinstraße,18,1991,25,8,55,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803549,
178,01351,Franklinstraße,APFEL,MALUS SPEC.,MALUS,14,Franklinstraße,26a,1991,25,5,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803550,
63,01351,Franklinstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,99,Franklinstraße,12-14,1991,25,8,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803551,
64,01351,Franklinstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,98,Franklinstraße,12-14,1991,25,6,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803552,
10,01361,Fraunhoferstr.,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,10,Fraunhoferstraße,,1980,36,9,100,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803558,
15,01361,Fraunhoferstr.,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,15,Fraunhoferstraße,,1989,27,6,75,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803559,
4,01361,Fraunhoferstr.,SPITZ-AHORN,ACER PLATANOIDES,ACER,4,Fraunhoferstraße,,1979,37,11,120,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803560,
40,01361,Fraunhoferstr.,SPITZ-AHORN,ACER PLATANOIDES,ACER,41,Fraunhoferstraße,,1950,66,12,140,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__803561,
9,01361,Fraunhoferstr.,SPITZ-AHORN,ACER PLATANOIDES,ACER,9,Fraunhoferstraße,,1979,37,10,120,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803562,
120,01449,Friedrich-Olbricht-Damm,WINTER-LINDE,TILIA CORDATA,TILIA,25,Friedrich-Olbricht-Damm,16,1990,26,6,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803654,
121,01449,Friedrich-Olbricht-Damm,WINTER-LINDE,TILIA CORDATA,TILIA,26,Friedrich-Olbricht-Damm,16,1970,46,8,160,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__803655,
126,01449,Friedrich-Olbricht-Damm,WINTER-LINDE,TILIA CORDATA,TILIA,30,Friedrich-Olbricht-Damm,18,1988,28,7,85,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803656,
127,01449,Friedrich-Olbricht-Damm,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,183,Friedrich-Olbricht-Damm,18,1996,20,4,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803657,
132,01449,Friedrich-Olbricht-Damm,WINTER-LINDE,TILIA CORDATA,TILIA,36,Friedrich-Olbricht-Damm,22,1990,26,5,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803658,
136,01449,Friedrich-Olbricht-Damm,WINTER-LINDE,TILIA CORDATA,TILIA,40,Friedrich-Olbricht-Damm,26,1970,46,7,180,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__803659,
149,01449,Friedrich-Olbricht-Damm,WINTER-LINDE,TILIA CORDATA,TILIA,181,Friedrich-Olbricht-Damm,40,1980,36,13,180,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__803660,
256,01449,Friedrich-Olbricht-Damm,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,231,Friedrich-Olbricht-Damm,111,1986,30,6,70,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803672,
269,01449,Friedrich-Olbricht-Damm,SPITZ-AHORN,ACER PLATANOIDES,ACER,243,Friedrich-Olbricht-Damm,11,1986,30,8,95,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803673,
274,01449,Friedrich-Olbricht-Damm,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,247,Friedrich-Olbricht-Damm,11,1986,30,10,115,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803674,
277,01449,Friedrich-Olbricht-Damm,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,250,Friedrich-Olbricht-Damm,11,1986,30,9,90,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803675,
281,01449,Friedrich-Olbricht-Damm,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,254,Friedrich-Olbricht-Damm,11,1986,30,7,70,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803676,
52,01449,Friedrich-Olbricht-Damm,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,147,Friedrich-Olbricht-Damm,43,1980,36,5,120,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803680,
63,01449,Friedrich-Olbricht-Damm,SCHWARZ-AHORN FAASSEN'S BLACK',ACER PLATANOIDES FAASSEN'S BLACK',ACER,158,Friedrich-Olbricht-Damm,17,1985,31,8,75,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803681,
68,01449,Friedrich-Olbricht-Damm,KAISER-LINDE,TILIA INTERMEDIA PALLIDA',TILIA,163,Friedrich-Olbricht-Damm,17,1985,31,8,85,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803682,
84,01449,Friedrich-Olbricht-Damm,WINTER-LINDE,TILIA CORDATA,TILIA,8,Friedrich-Olbricht-Damm,,1992,24,6,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803683,
14,01468,Galvanistraße,WINTER-LINDE,TILIA CORDATA,TILIA,12,Galvanistraße,,1934,82,13,210,25,Charlottenburg-Wilmersdorf,Land Berlin,F3__803684,
15,01468,Galvanistraße,WINTER-LINDE,TILIA CORDATA,TILIA,13,Galvanistraße,,1947,69,11,200,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__803685,
2,01468,Galvanistraße,WINTER-LINDE,TILIA CORDATA,TILIA,69,Galvanistraße,,1961,55,11,150,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__803686,
26,01468,Galvanistraße,WINTER-LINDE,TILIA CORDATA,TILIA,24,Galvanistraße,,1991,25,6,90,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803687,
3,01468,Galvanistraße,WINTER-LINDE,TILIA CORDATA,TILIA,1,Galvanistraße,,1954,62,9,160,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__803688,
37,01468,Galvanistraße,WINTER-LINDE,TILIA CORDATA,TILIA,35,Galvanistraße,,1947,69,13,180,25,Charlottenburg-Wilmersdorf,Land Berlin,F3__803689,
42,01468,Galvanistraße,LINDE,TILIA SPEC.,TILIA,40,Galvanistraße,,2000,16,4,65,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803690,
43,01468,Galvanistraße,WINTER-LINDE,TILIA CORDATA,TILIA,70,Galvanistraße,,1990,26,6,100,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803691,
10,01484,Gaußstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,10,Gaußstraße,3-9,1987,29,6,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803697,
13,01484,Gaußstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,12,Gaußstraße,11,1991,25,7,70,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803698,
14,01484,Gaußstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,13,Gaußstraße,11,1991,25,5,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803699,
15,01484,Gaußstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,14,Gaußstraße,11-13,1984,32,8,90,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803700,
34,01484,Gaußstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,34,Gaußstraße,12,1991,25,8,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803701,
44,01484,Gaußstraße,SANDBIRKE WEISS-BIRKE,BETULA PENDULA,BETULA,43,Gaußstraße,8,1984,32,7,80,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803702,
52,01484,Gaußstraße,SANDBIRKE WEISS-BIRKE,BETULA PENDULA,BETULA,50,Gaußstraße,4,1982,34,5,65,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803703,
9,01484,Gaußstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,9,Gaußstraße,3-9,2003,13,4,30,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803704,
11,01632,Goslarer Ufer,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,159,Goslarer Ufer,,1996,20,5,70,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803793,
129,01632,Goslarer Ufer,WINTER-LINDE,TILIA CORDATA,TILIA,57,Goslarer Ufer,,1980,36,9,110,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803794,
130,01632,Goslarer Ufer,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,56,Goslarer Ufer,,1958,58,11,130,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__803795,
134,01632,Goslarer Ufer,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,52,Goslarer Ufer,,1977,39,11,135,10,Charlottenburg-Wilmersdorf,Land Berlin,F3__803796,
141,01632,Goslarer Ufer,KAISER-LINDE,TILIA INTERMEDIA PALLIDA',TILIA,45,Goslarer Ufer,,1984,32,7,110,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803797,
145,01632,Goslarer Ufer,WINTER-LINDE,TILIA CORDATA,TILIA,41,Goslarer Ufer,,1960,56,12,180,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__803798,
146,01632,Goslarer Ufer,WINTER-LINDE,TILIA CORDATA,TILIA,40,Goslarer Ufer,,1940,76,14,200,25,Charlottenburg-Wilmersdorf,Land Berlin,F3__803799,
156,01632,Goslarer Ufer,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,30,Goslarer Ufer,,1994,22,7,95,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803800,
158,01632,Goslarer Ufer,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,28,Goslarer Ufer,,1994,22,8,90,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803801,
162,01632,Goslarer Ufer,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,24,Goslarer Ufer,,1994,22,6,100,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803802,
163,01632,Goslarer Ufer,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,23,Goslarer Ufer,,1994,22,7,85,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803803,
22,01632,Goslarer Ufer,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,146,Goslarer Ufer,,1994,22,6,80,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803804,
27,01632,Goslarer Ufer,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,141,Goslarer Ufer,,1994,22,7,95,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803805,
40,01632,Goslarer Ufer,WINTER-LINDE,TILIA CORDATA,TILIA,133,Goslarer Ufer,,1953,63,7,160,11,Charlottenburg-Wilmersdorf,Land Berlin,F3__803806,
50,01632,Goslarer Ufer,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,182,Goslarer Ufer,,2002,14,6,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803807,
63,01632,Goslarer Ufer,WINTER-LINDE,TILIA CORDATA,TILIA,119,Goslarer Ufer,,1994,22,6,75,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803808,
72,01632,Goslarer Ufer,WINTER-LINDE,TILIA CORDATA,TILIA,114,Goslarer Ufer,,1987,29,6,70,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803809,
73,01632,Goslarer Ufer,KAISER-LINDE,TILIA INTERMEDIA PALLIDA',TILIA,113,Goslarer Ufer,,1991,25,7,70,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803810,
75,01632,Goslarer Ufer,SPITZ-AHORN,ACER PLATANOIDES,ACER,111,Goslarer Ufer,,1984,32,10,110,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803811,
82,01632,Goslarer Ufer,WINTER-LINDE,TILIA CORDATA,TILIA,104,Goslarer Ufer,,1946,70,10,170,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803812,
94,01632,Goslarer Ufer,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,92,Goslarer Ufer,,1996,20,4,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803813,
2,01741,Guerickestraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,2,Guerickestraße,,1996,20,7,75,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803875,
20,01741,Guerickestraße,KLEINKRONIGE WINTER-LINDE,TILIA CORDATA RANCHO',TILIA,96,Guerickestraße,12,2010,6,1,35,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803876,
29,01741,Guerickestraße,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,29,Guerickestraße,,1989,27,6,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803877,
30,01741,Guerickestraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,30,Guerickestraße,,1943,73,8,170,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__803878,
32,01741,Guerickestraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,32,Guerickestraße,,2004,12,5,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__803879,
