SEGM_SEGM,STST_STR,STOR_NAME,ORTSTL,RVA_TYP,SORVT_TYP,HOTLINK,LAENGE,B_PFLICHT,alias,SEGM_BEZ
40540010_40540011.01,Leibnizstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003611/index.htm" TARGET="VMS">Fotos</a>,239.7,nein,04-001076,
40540010_40540011.01,Leibnizstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003612/index.htm" TARGET="VMS">Fotos</a>,228.5,nein,04-001077,
41540028_42540039.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DB4/index.htm" TARGET="VMS">Fotos</a>,30.3,ja,04-001297,B2/B5
42540039_42540038.01,Bachstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DB5/index.htm" TARGET="VMS">Fotos</a>,33.9,ja,04-001298,
42540039_42540038.01,Bachstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DB6/index.htm" TARGET="VMS">Fotos</a>,17.5,ja,04-001299,
41540028_42540039.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DB7/index.htm" TARGET="VMS">Fotos</a>,17.3,ja,04-001300,B2/B5
41540028_42540039.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DB8/index.htm" TARGET="VMS">Fotos</a>,24.6,ja,04-001301,B2/B5
41540028_42540039.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DB9/index.htm" TARGET="VMS">Fotos</a>,131.9,ja,04-001302,B2/B5
41540028_42540039.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DBA/index.htm" TARGET="VMS">Fotos</a>,20.5,ja,04-001303,B2/B5
41540028_42540039.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DBB/index.htm" TARGET="VMS">Fotos</a>,68,ja,04-001304,B2/B5
41540028_42540039.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DBC/index.htm" TARGET="VMS">Fotos</a>,15.1,ja,04-001305,B2/B5
41540008_41540028.01,Salzufer,Charlottenburg-Wilmersdorf,Charlottenburg,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DBD/index.htm" TARGET="VMS">Fotos</a>,21.9,ja,04-001306,
41540008_41540028.01,Salzufer,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DBE/index.htm" TARGET="VMS">Fotos</a>,35.1,ja,04-001307,
41540028_42540039.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DBF/index.htm" TARGET="VMS">Fotos</a>,14.6,ja,04-001308,B2/B5
41540008_41540028.01,Salzufer,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DC0/index.htm" TARGET="VMS">Fotos</a>,38.8,ja,04-001309,
41540008_41540028.01,Salzufer,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DC1/index.htm" TARGET="VMS">Fotos</a>,18.2,ja,04-001310,
41540007_41540028.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DC2/index.htm" TARGET="VMS">Fotos</a>,82,ja,04-001311,B2/B5
41540007_41540028.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DC3/index.htm" TARGET="VMS">Fotos</a>,15.6,ja,04-001312,B2/B5
41540006_41540007.02,Einsteinufer,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DC4/index.htm" TARGET="VMS">Fotos</a>,15.8,nein,04-001313,
41540006_41540007.02,Einsteinufer,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DC5/index.htm" TARGET="VMS">Fotos</a>,7.3,nein,04-001314,
41540006_41540007.02,Einsteinufer,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DC6/index.htm" TARGET="VMS">Fotos</a>,40.1,nein,04-001315,
41540006_41540007.02,Einsteinufer,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DC8/index.htm" TARGET="VMS">Fotos</a>,37.7,nein,04-001317,
41540006_41540007.02,Einsteinufer,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DC9/index.htm" TARGET="VMS">Fotos</a>,20.8,nein,04-001318,
41540028_42540039.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DCB/index.htm" TARGET="VMS">Fotos</a>,329,ja,04-001320,B2/B5
41540030_41540007.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DCD/index.htm" TARGET="VMS">Fotos</a>,20.8,ja,04-001321,B2/B5
41540030_41540007.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DCE/index.htm" TARGET="VMS">Fotos</a>,42.1,ja,04-001322,B2/B5
41540030_41540007.01,Straße des 17. Juni,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DD0/index.htm" TARGET="VMS">Fotos</a>,109.7,ja,04-001324,B2/B5
41540023_41540024.01,Ernst-Reuter-Platz,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DD1/index.htm" TARGET="VMS">Fotos</a>,37.4,ja,04-001325,B2/B5
41540023_41540024.01,Ernst-Reuter-Platz,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004D1D/index.htm" TARGET="VMS">Fotos</a>,55.1,ja,04-001326,B2/B5
41540024_41540005.01,Ernst-Reuter-Platz,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DD7/index.htm" TARGET="VMS">Fotos</a>,37.6,ja,04-001327,B2/B5
41540024_41540005.01,Ernst-Reuter-Platz,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DDA/index.htm" TARGET="VMS">Fotos</a>,51.2,ja,04-001328,B2/B5
